,_id,bambini,pattinatori,descrizione,ultimo_aggiornam,link_imm_percorso
367,2349, Si, Si,"
Itinerario ciclopedonale in sede protetta che corre in prossimità della Strada Provinciale

"," 6 giugno 10

",https://www.piste-ciclabili.com/print/2349-castel_san_giovanni_-_borgonovo_val_tidone
368,3168, Non votato, No,"
Da Castel San Giovanni si arriva all'argine del Po attraverso i vecchi percorsi che lo collegavano con Fontana e Sarmato.

"," 4 agosto 11

",https://www.piste-ciclabili.com/print/3168-castel_san_giovanni_-_fontana_-_sarmato_-_la_casella
369,2264, Non votato, No,"
itinerario senza trafficoche collega Castel San Pietro terme e la rocca di Dozza

"," 19 maggio 10

",https://www.piste-ciclabili.com/print/2264-castel_san_pietro_-_dozza
370,3457, No, No,"
I du dla picaia i ghe quasi rivà a Bresel da don Camillo e Peppone.

"," 16 ottobre 11

",https://www.piste-ciclabili.com/print/3457-casteldidone_-_viadana_-_bresciello
371,695, No, Non votato,"
Il percorso si spiega lungo le ""cavedagne"" della pianura fino alle pendici dell'appennino.

Molte potrebbero essere le varianti a questo percorso

","e 12

",https://www.piste-ciclabili.com/print/695-castelfranco_-_castello_di_serravalle_-_castelfranco
372,731, No, No,"
Il percorso, completamente pianeggiante, sfiora solo qua e là il traffico delle statali che collegano Modena con la provincia.

Sul percorso sono diversi gli innesti con altri percorsi ciclabili: Modena-Bomporto, Vignola-Modena.

Fattibile per tutti con pochissimi tratti molto semplici e battuti di sterrato.

Si fa tutto in scioltezza in un'ora-un'ora e mezzo spesso immersi nel verde

"," 31 agosto 08

",https://www.piste-ciclabili.com/print/731-castelfranco_-_portile_-_castelfranco
373,4600, No, No,"
Percorso di collina su strada in parte asfaltata ed in parte con fondo in terra e ghiaia. Unisce il fondovalle del Fiume Secchia con quello del torrente Tresinaro

"," 28 luglio 13

",https://www.piste-ciclabili.com/print/4600-castellarano_-_telarolo_-_rondinara
374,5040, No, No,"
Partenza da Castel maggiore, si arriva a Volta reno e da li si prosegue per Cento dove si prende l'argine di Reno fino ad arrivare al Bosco della panfilia, si prosegue fino a Malalbergo dove su sentiero ciclabile giungiamo all'oasi di Bentivoglio, per poi tornare verso Castel maggiore.

Percorso di circa 80 km, 25 dei quali su sentieri.

Unico leggero problema sull'argine in caso di erba alta può essere difficoltoso seguire il sentiero, ma niente di che.

","e 14

",https://www.piste-ciclabili.com/print/5040-castelmaggiore_-_cento_-_malalbergo
375,2455, Non votato, Si,"
Partendo dalla piazza di Castelmaggiore, si prosegue per Funo - Casadio - Malacappa. Costeggiando l'argine del fiume Reno si arriva nella zona di Savignano (Cento) dove si può ammirare la chiesetta omonima.

Procedendo verso Volta Reno e Castel d'Argile si arriva a Pieve di Cento dove è possibile ammirare tra le altre cose, la casa degli anziani con porticato in legno della famosa Piazzetta del pozzo delle Catene.

Il percorso prosegue poi per San Pietro in Casale e tutto il percorso di ritorno da San Giorgio a Castelmaggiore avviene in pista ciclabile.

"," 21 settembre 11

",https://www.piste-ciclabili.com/print/2455-castelmaggiore_-_pieve_di_cento_-_san_pietro_(anello)
376,2080, Non votato, No,"
Partenza da Castelmaggiore con passaggio da Osteria Nuova.

Arrivo a Sacerno (Villa Bassi) e ritorno passando la Longara e Castelcampeggi e Buonconvento

"," 10 maggio 11

",https://www.piste-ciclabili.com/print/2080-castelmaggiore_-_sacerno_(villa_bassi)_e_ritorno
377,172, No, No,"
La pista ciclopedonale Castelnuovo Rangone  Montale misura 2,2 chilometri di lunghezza e 3 metri di larghezza, fiancheggia Via Zenzalose e collega il ponte ciclopedonale(sul torrente Tiepido) di Santa Maria della neve al Centro scolastico-sportivo di Montale.

Si raggiunge, da Castelnuovo, percorrendo le vie Zanasi e S.Maria del Tiepido; da Montale, percorrendo Via della Chiesa e raggiungendo il numero civico 29(Centro scolastico-sportivo).

E' una pista ciclopedonale molto confortevole perché dotata di panchine e alberi(querce e frassini) ai lati e, soprattutto, di un adeguato impianto dilluminazione che la rende fruibile nelle ore notturne.

"," 21 settembre 11

",https://www.piste-ciclabili.com/print/172-castelnuovo_rangone_-_montale
378,1192, Non votato, Non votato,"
Percorso facile che costeggia il lato sinistro del torrente Tiepido.

Inizio sentiero sterrato, poi ciclabile ghiaiata.

"," 5 giugno 11

",https://www.piste-ciclabili.com/print/1192-castelnuovo_rangone_-_torre_maina
379,4408, No, No,"
bella passeggiata tra la campagna , la pineta e la foce bevano . possibilita di numerose varianti con soste anche al parco primo maggio . buone indicazioni andata e ritorno Km 60

","e 13

",https://www.piste-ciclabili.com/print/4408-castiglione_di_ra_-_lido_adriano
380,5438, Si, No,"
Giretto lungo il fiume Conca

"," 20 marzo 15

",https://www.piste-ciclabili.com/print/5438-cattolica_-_morciano_di_romagna
381,5297, Si, No,"
Giretto da 25Km. Da Cattolica a San Giovanni e Morciano in ciclabile stradale - Morciano a Portoverde ciclabile in ghiaia lungo il fiume Conca - Portoverde Cattolica ciclabile stradale

"," 19 ottobre 14

",https://www.piste-ciclabili.com/print/5297-cattolica_-_san_giovanni_-_morciano_-_portoverde_(anello)
382,701, Non votato, Non votato,"
Questo è il primo pezzo per raggiungere concordia Da cavezzo passando per il fiume Secchia.

Il pezzo che parte da Cavezzo a ponte motta è asfaltato e c'è qualche attraversamento su strade a media densità di traffico.

Appena arrivati alla fine del ponte di motta girare immediatamente da sx e ci sono subito i cartelli dove inizia la ciclabile.

E' consigliabile ammirare il paesaggio e la natura che circonda questi luoghi, perchè meritano davvero.

A mio avviso, per ""pedalatori alle prime armi"" quasi come me, è consigliato l'uso della mtb: in alcune parti al posto della ghiaia fine c'è un tratto di erbetta ed è piuttosto faticoso.

Per qualsiasi informazione contattatemi senza problemi sono a vostra disposizione.

"," 19 maggio 11

",https://www.piste-ciclabili.com/print/701-cavezzo_-_concordia_sulla_secchia
383,3478, No, No,"
E' un percorso misto, Strade(poche, Sentieri, SingleTrack. Solo per Mountain Bike, ha uno sviluppo 26km e un dilivello di 650 mt.

In qualche punto tocca scendere e caricarsi la bici in spalla, ma assicuro che sono pochi metri.

Si Attraversa una bella zona del parco dei gessi con vista su alcune particolari formazioni come la Buca delle Candele, e panorami molto belli

"," 30 ottobre 11

",https://www.piste-ciclabili.com/print/3478-cedri_-_ponticella_-_mtecalvo_-_farneto_-_pulce_(anello)
384,3318, Si, Si,"
Pista ciclabile che parte da Cento, arriva a Pieve di Cento dove attraversa il centro fino a terminare lungo Via San Pietro.

"," 28 agosto 11

",https://www.piste-ciclabili.com/print/3318-cento_-_pieve_di_cento
385,4129, Si, Si,"
Percorso ciclopedonale di collegamento tra Cento e Renazzo che ripercorre l'itinerario della ferrovia Ferrara-Modena.

"," 4 gennaio 13

",https://www.piste-ciclabili.com/print/4129-cento-renazzo
386,5602, Non votato, No,"
Percorso adatto a MTB in mezzo al bosco di Cereto Laghi, senza difficoltà eccessive e molto sicuro perciò adatto anche a bambini grandicelli che abbiano una discreta padronnza della bici..

"," 6 agosto 15

",https://www.piste-ciclabili.com/print/5602-cerreto_laghi:_sentiero_del_lago_pranda_e_del_lago_scuro
387,4154, No, No,"
Anello Panoramico tra Cervarezza e Ca' Ferrari

"," 10 gennaio 13

",https://www.piste-ciclabili.com/print/4154-cervarezza:_anello_panoramico
388,3818, Si, No,"
Lungo la Pineta fino a Cesenatico costeggiandoil porto Leonardesco sul lungomare.

Ritorno interamente pianeggiante sfruttando le ciclabili

"," 2 giugno 12

",https://www.piste-ciclabili.com/print/3818-cervia_-_cesenatico_(anello)
389,837, No, Non votato,"
Percorso pianeggiante prevalentemente su asfalto, quasi interamente su piste ciclabili o strade a bassa intensità di traffico

"," 27 settembre 08

",https://www.piste-ciclabili.com/print/837-cervia_-_lido_di_classe_-_castiglione_-_cervia
390,3323, Si, Si,"
Ciclopedonale della riviera sud di Cervia che giugne fino in prossimità di Cesenatico.

"," 29 agosto 11

",https://www.piste-ciclabili.com/print/3323-cervia:_ciclopedonale_lungomare_sud
391,3322, Si, Si,"
Ciclopedonale al lato di Via Caduti della Libertà.

"," 29 agosto 11

",https://www.piste-ciclabili.com/print/3322-cervia:_via_caduti_della_libert%EF%BF%BD
392,2909, No, No,"
Facile pianeggiante misto asfaltato-sterrato attraverso la squadrata rete di vie secondarie delimitazione delle quadra della centuria romana.

"," 10 maggio 11

",https://www.piste-ciclabili.com/print/2909-cesana_mare_attraverso_le_vie_della_centuriazione_romana
393,352, No, Si,"
Pista ciclabile che collega Cesena con Cesenatico.

"," 23 settembre 11

",https://www.piste-ciclabili.com/print/352-cesena_-_cesenatico
394,2904, No, No,"
Percorso facile misto terra battura e argine fluviale inerbito che segue il letto del fiume Savio a partire dalla città Malatestiana fino al mare da dove poi ci ricollega ai percorsi pinetali del Parco del delta del Po.

Lunghezza del percorso Cesena_mare Adriatico via fiume Savio km. 28/30.

"," 5 giugno 11

",https://www.piste-ciclabili.com/print/2904-cesena:_lidi_ravennati
395,3324, Si, Si,"
Pista ciclopedonale che collega Cesenatico con Gatteo a Mare.
Itinerario ben segnalato e fondo stradale ottimo, specie lungo il lungomare Giusuè Carducci.

"," 29 agosto 11

",https://www.piste-ciclabili.com/print/3324-cesenatico_-_gatteo_a_mare
396,2801, No, No,"
3 Km di salita pendenza media al 7%

"," 23 settembre 11

",https://www.piste-ciclabili.com/print/2801-cesenatico_-_sogliano_al_rubicone
397,3327, Si, Si,"
Ciclopedonale che scorre lungo la via Aurelio Saffi, nel comune di Cesenatico.

"," 29 agosto 11

",https://www.piste-ciclabili.com/print/3327-cesenatico:_cilopedonale_via_saffi
398,4451, No, No,"
Simpatica circumnavigazione delle frazioni di Villanova e Denore percorribile a piedi o in bicicletta tra campi animali e case rurali.

Si vedono due ville padronali ottocentesche recinti con animali.

Fare attenzione in via Massafiscaglia per un breve tratto è comunque strada trafficata.

"," 3 maggio 13

",https://www.piste-ciclabili.com/print/4451-ciambellona_villanova_-_denore_(anello)
399,2513, No, No,"
Itinerario che attraversa i comuni di Ciano, Lagastrello, Fivizzano, Cerreto

"," 10 gennaio 13

",https://www.piste-ciclabili.com/print/2513-ciano_-_lagastrello_-_fivizzano_-_cerreto_(anello)
400,240, Non votato, Non votato,"
Percorso per Montanbike facile nel parco dello Stirone, sentiero stretto e non molto curato da fare durante autunno o inizio primavera quando la vegetazione è scarsa

"," 27 novembre 07

",https://www.piste-ciclabili.com/print/240-ciclabile_del_parco_dello_stirone:_fidenza_-_ponteghiara
401,987, No, Non votato,"
Sterrato sull`argine del Secchia, dal Po a Sassuolo... da vedere immersi nel verde: Cascine tipiche, chiuse irrigue (chiaviche), laghetti e lagune.

"," 18 giugno 11

",https://www.piste-ciclabili.com/print/987-ciclabile_della_secchia_(mn-mo)
402,56, Si, Non votato,"
La ciclabile segue il vecchio percorso tel treno che collegava Correggio a Bagnolo.

"," 8 luglio 07

",https://www.piste-ciclabili.com/print/56-ciclabile_della_vecchia_ferrovia
403,241, Si, No,"
Percorso che si svolge vicino alla galleria alta velocità molto facile con strade asfaltate ai margini dell'abitato di Fontanellato.

"," 27 novembre 07

",https://www.piste-ciclabili.com/print/241-ciclabile_di_fontanellato:_percorso_tav
404,139, Si, Si,"
Interamente ciclabile.

"," 2 ottobre 07

",https://www.piste-ciclabili.com/print/139-ciclabile_di_rovereto_sulla_secchia
405,3255, Si, Si,"
Pista ciclabile della frazione di San Vincenzo, nel comune di Galliera.

"," 21 agosto 11

",https://www.piste-ciclabili.com/print/3255-ciclabile_di_san_vincenzo
406,209, Si, Si,"
La pista ciclabile dei lidi nord attraversa Marina Romea e prosegue a nord verso Casalborsetti.

E' possibile abbandonare la pista ciclabile parallela a Viale Italia, per percorrere uno dei tanti sentieri che entrano nella Pineta.

Attenzione: d'estate con il sopraggiungere della sera, si risvegliano voraci zanzare.

"," 30 settembre 11

",https://www.piste-ciclabili.com/print/209-ciclabile_marina_romea
407,5417, Si, Si,"
Ciclabile di qualità costruita tra Nonantola e la sua frazione Via Larga

"," 10 marzo 15

",https://www.piste-ciclabili.com/print/5417-ciclabile_nonantola_-_via_larga
408,5410, Si, Si,"
Ciclopedonale di Decima e Arginone

"," 13 marzo 15

",https://www.piste-ciclabili.com/print/5410-ciclopedonale_di_decima_e_arginone
409,3275, Si, Si,"
Pista ciclopedonale che attraversa l'abitato di Mirabello da est a ovest.

"," 22 agosto 11

",https://www.piste-ciclabili.com/print/3275-ciclopedonale_di_mirabello
410,5409, Si, Si,"
Ciclopedonale di Osteria Nuova - Sala - Padulle

"," 10 marzo 15

",https://www.piste-ciclabili.com/print/5409-ciclopedonale_di_osteria_nuova_-_sala_-_padulle
411,3274, Si, Si,"
Pista ciclopedonale che attraversa la frazione di Vigarano Pieve, nel comune di Vigarano Mainarda.

"," 22 agosto 11

",https://www.piste-ciclabili.com/print/3274-ciclopedonale_di_vigarano_pieve
412,5988, Si, No,"
Ciclabile cittadina che si collega con l'eurovelo sul fiume Secchia (tratta fiume PO - Modena)

"," 24 luglio 17

",https://www.piste-ciclabili.com/print/5988-ciclopedonale_san_possidonio_-_ciclabile_sul_secchia
413,126, Si, No,"
Tratto su argine asfaltato, per tratti brevi a traffico misto molto ridotto.

"," 25 agosto 11

",https://www.piste-ciclabili.com/print/126-ciclopista_destra_po:_ferrara_-_berra
414,5394, Si, No,"
Il segmento della ciclostrada Vento (Venezia-Torino). Nel dettaglio da Oria Litta a Piacenza.

Solo il primo tratto di circa 2 km è su fondo sterrato (ma comunque pedalabile con una qualsiasi city bike) per il resto del percorso fondo perfettamente asfaltato sul terrapieno dell' argine di protezione esondazione.

L' ultima parte Alberelle Case Corvi/Pavia (compreso il ponte sul Po) tutto il tracciato è di recente costruzione e di esclusivo utilizzo di bici/pedoni.

"," 9 marzo 15

",https://www.piste-ciclabili.com/print/5394-ciclostrada_vento_-_orio_litta/piacenza
415,658, Non votato, Non votato,"
Percorso per Mountain-Bike.

Anello misto 70% sterrato e sentiero, 30% asfalto su strada.
Possobilita' di lasciare la macchina in loc. Cigarello, S.Donnino o Carpineti.

NOTE:
Dal punto Palazzo, inizia una discesa su prato non ben segnalata con sentiero. Verificare che i prati siano tagliati prima di procedere. Eventualmente si salta la risalita al Palazzo e si prosegue per Casa Berretti,200m piu' in basso.

"," 11 agosto 08

",https://www.piste-ciclabili.com/print/658-cigarello_-_carpineti_(anello)
416,2752, No, No,"
Percorso per il raduno mtb del 19/03/11 challenger estivo.diviso in corto e lungo-salite non troppo lunghe ma con discrete pendenze


"," 5 gennaio 11

",https://www.piste-ciclabili.com/print/2752-circolo_vilafranchi_mtb_faenza_-_villavezzano_-_faenza
417,1310, Si, No,"
Si può usare per andare a vedere le corse di moto al circuito di Misano.

","e 09

",https://www.piste-ciclabili.com/print/1310-circuito_misano_world
418,3859, Si, No,"
Indicato dalle tabelle Soliera in bici, giro tra campi, vigneti e frutteti

"," 23 giugno 12

",https://www.piste-ciclabili.com/print/3859-circuito_solierese
419,5188, Si, Si,"
Nuovi tratti che permettono di collegare la Zona di Via Paolo Fabbri ad altre ciclabili esistenti

"," 29 luglio 14

",https://www.piste-ciclabili.com/print/5188-cirenaica_-_centro
420,721, No, Si,"
La ciclabile porta dal paese di Codigoro alla celebre Abazia attraversando le campagne del basso Ferrarese. Per la maggior parte l'itinerario viaggia separato dalla sede stradale, solo nell'ultimo tratto (0,5 Km) prima dell'abazia la ciclabile termina e si passa sotto alla Romea assieme al traffico convenzionale che comunque è moderato.
Molto piacevole per la presenza delle molte specie di uccelli che abitano le zone.

Pattinabile con asfalto molto liscio.

"," 31 agosto 08

",https://www.piste-ciclabili.com/print/721-codigoro_-_abbazia_pomposa
421,1768, Non votato, Non votato,"
Percorso misto, 15km asfalto e 9 sterrato (pineta)

"," 16 ottobre 09

",https://www.piste-ciclabili.com/print/1768-codigoro_-_lido_delle_nazioni
422,3652, Si, Non votato,"
Ciclabile dalla stazione di Collecchio alla stazione di Fornovo (alcuni tratti sono su strada bianca e alcuni su asfalto)

","e 12

",https://www.piste-ciclabili.com/print/3652-collecchio_-_fornovo
423,3889, No, No,"
Bel percorso con tratti ciclo-pedonali o strade a basso traffico ai margini del parco del Taro tra i comuni di Collecchio, Noceto e Parma.

Unico passaggio in cui è richiesta attenzione è il ponte sul Taro di Ponte Taro (PR) il cui traffico è stato comunque fortemente ridotto dai mezzi pesanti in seguito alla constuzione della nuova tangenziale di Parma.

"," 9 luglio 12

",https://www.piste-ciclabili.com/print/3889-collecchio_-_noceto_-_ponte_taro_(anello)
424,5022, No, No,"
Giro del parco Boschi di Carrega e parco del Taro

","e 14

",https://www.piste-ciclabili.com/print/5022-collecchio:_parco_dei_boschi_di_carrega_-_parco_del_taro
425,5342, No, No,"
Giro parco boschi di carrega e Taro un po' più impegnativo

"," 19 gennaio 15

",https://www.piste-ciclabili.com/print/5342-collecchio:_parco_dei_boschi_di_carrega_ii
426,5954, No, No,"
Percorso di montagna in salita, in mezzo al bosco fra i 1300 ed i 1550 m di altezza. collega fra loro 2 itinerari di Piste Ciclabili: Dogana - Casagallo - Tagliole e La via ducale

"," 8 novembre 16

",https://www.piste-ciclabili.com/print/5954-collegamento_da_rotari_alla_via_ducale
427,199, Non votato, No,"??
Sarebbe un peccato non poter stamparsi il planning del percorso e non poterlo attaccare alla borsa sul manubrio....fa così tanto ""on the road""

grazie a tutti
Fulvio
fulvio, 31 maggio 08
Scrivi commento | Regolamento"," planning del percorso e non poterlo attaccare alla borsa sul manubrio....fa così tanto ""on the road""

grazie a tutti
Fulvio
fulvio, 31 maggio 08
Scrivi commento | Regolamento",https://www.piste-ciclabili.com/print/199-comacchio_-_canevie
428,2061, Si, Non votato,"
Tragitto tra Comacchio, Valle Fattibello, Salina, Portocanale di Porto Garibaldi, con ritorno a Comacchio

"," 23 marzo 10

",https://www.piste-ciclabili.com/print/2061-comacchio_-_valle_-_salina_-_p.garibaldi_(anello)
429,167, Si, Non votato,"
Percorso riservato alle biciclette su strada ghiaiata sull'argine sinistro del fiume Secchia.

"," 10 ottobre 07

",https://www.piste-ciclabili.com/print/167-concordia_-_ponte_pioppa_sul_secchia
430,3605, Si, No,"
Bel giro completamente pianeggiante tra ciclabili, strade bianche e strade poco trafficate

"," 16 novembre 12

",https://www.piste-ciclabili.com/print/3605-copparo_-_saletta_-_tamara_-_gradizza
431,3283, Si, Si,"
Pista ciclopedonale all'interno della cittadina di Copparo.

Ben segnalata e fondo stradale ottimo.

"," 24 agosto 11

",https://www.piste-ciclabili.com/print/3283-copparo:_via_dante_alighieri_-_viale_iris__ricci
432,3282, Si, Si,"
Ciclopedanle nella cittadina di Copparo.

Comincia all'inizio di Via Primo Maggio per poi terminare con l'incrocio con Via della Canapa.

"," 24 agosto 11

",https://www.piste-ciclabili.com/print/3282-copparo:_via_primo_maggio_-_via_della_canapa
433,3281, Si, Si,"
Ciclopedonale che attraversa la frazione di Corlo, nel comune di Ferrara.

"," 24 agosto 11

",https://www.piste-ciclabili.com/print/3281-corlo:_ciclopedonale
434,3219, Si, No,"
Percorso facile aperto a tutti è preferibile usare una mountain-bike a causa di alcuni tratti di sterrato.

"," 16 agosto 11

",https://www.piste-ciclabili.com/print/3219-correggio_-_bagnolo_-_novellara_-_campagnola_emilia_(anello)
435,4566, Si, No,"
Anello che si snoda attraverso Fazzano, Lemizzone, Massenzatico e Bagnolo, con ritorno lungo la ex ferrovia e poi attraverso il centro di Correggio.

L'anello è composto da spezzoni di piste ciclabili misti a stradelli di campagna a bassa percorrenza veicolare, tranne per un breve tratto sulla statale tra Correggio e Reggio Emilia.

Visto il passaggio su strade sterrate/bianche, credo sia consigliabile l'utilizzo di mtb o bici da trekking.

GPX realizzato tramite TrekBuddy.

"," 7 luglio 13

",https://www.piste-ciclabili.com/print/4566-correggio_-_massenzatico_-_bagnolo_(anello)
436,2086, Non votato, Si,"
E' la ciclabile che costeggia le nuove strade pronvinciali tra Correggio e Reggio Emilia

"," 30 marzo 10

",https://www.piste-ciclabili.com/print/2086-correggio_-_san_martino_in_rio:_nuova_ciclabile_provinciale
437,4499, Si, No,"
Partendo da correggio il primo tratto per arrivare alla chiesa di san prospero e ghiaiato ma comunque non lungo poi da S.Prospero a Massenzatico sono strade di campagna non trafficate. Da Massenzatico parte un ottima ciclabile fino a Reggio emilia.

Si fa un cavalcavia sull'autostrada A1 e un sottopassaggio sulla tangenziale.
Dal aereporto di Reggio Emilia partono altre ciclabili che vi possono condurre in giro per la città.

"," 19 maggio 13

",https://www.piste-ciclabili.com/print/4499-correggio-reggio_emilia
438,4667, Si, No,"
Suggestivo anello nella bassa reggiana su strade per lo più asfaltate a bassissima percorrenza alla scoperta del quartiere Coriandoline di Correggio.

Il quartiere è stato disegnato dai bambini della scuola dell'infanzia premiato dal GUGGENEHIM 2001.

Lungo il percorso, attraversando piccolissimi paesini è possibile ammirarne le chiese, storica espressione della pietà popolare.

"," 28 settembre 13

",https://www.piste-ciclabili.com/print/4667-correggo:_quartiere_coriandoline
439,5474, No, No,"
Partenza da Cremona sulla ciclabile dell'argine maestro per poi continuare sino all'antenna del porto, poi proseguire su strade di campagna attraverso le cascine di Stagno lombardo per poi raggiungere Bonemerse, il Bosco ex Parmigiano per poi ritornare sulla ciclabile a Cremona.

","e 15

",https://www.piste-ciclabili.com/print/5474-cremona_-_bosco_ex_parmigiano_-_stagno_lombardo_-_bonemerse
440,5518, No, No,"
Si parte dalle Colonie Padane per poi proseguire sul lungo Po fino al Bosco ex Parmigiano.

Poi si prende il percorso che si snoda attraverso il bosco misto. il percorso può variare a seconda della manutenzione che il Comune fa di anno in anno. Arrivati al sales si può prendere la sterrata che ci riporta al Bosco.

Arrivati al Bosco si prende la ciclabile sull'argine maestro per tornare a Cremona

"," 24 maggio 15

",https://www.piste-ciclabili.com/print/5518-cremona_-_circuito_con_percorso_di_mountain_bike
441,5487, No, No,"
Partenza da Cremona, si attraversa il ponte di Po e si prosegue sull'argine maestro passando per Olza, Monticelli d'Ongina e si riattraversa il Po in località San Nazzaro.

Si prosegue sino a Castelnuovo Bocca d'Adda per poi attraversare il fiume Adda in località Crotta d'Adda.

Si continua sull'argine sino a Cremona.

"," 1 maggio 15

",https://www.piste-ciclabili.com/print/5487-cremona_-_monticelli_d%27ongina_-_castelnuovo_bocca_d%27adda_-_crotta_d%27adda
442,5484, Si, No,"
Si parte dalle Colonia Padane per proseguire sulla strada lungo Po con fondo misto asfalto/sterrato, passando dal Sales si arriva a Brancere e poi si prosegue sino a Stagno Lombardo. si continua sull'argine e su strada sterrata sino alla cascina Cantone per poi prendere la provinciale fono al Bosco ex Parmigiano.

Da qui si continua sulla ciclabile fino a Cremona

"," 1 maggio 15

",https://www.piste-ciclabili.com/print/5484-cremona_-_stagno_lombardo_-_bosco_ex_parmigiano
443,3482, No, Si,"
Bella, anzi bellissima. Ogni volta che la percorro (agganciandomi poi alla parte alta) mi meraviglio di quanto sia bello farla.

In ogni stagione ci sono dei colori incredibili e il bello è che non si scende praticamente mai dall'argine se non per un breve tratto perchè non asfaltato. E' possibile fermarsi a fare merenda dalle parti di Zibello e di Pieveottoville, ma poi è difficile andare avanti.

Attenzione a farla d'estate: è completamente al sole.

"," 30 ottobre 11

",https://www.piste-ciclabili.com/print/3482-cremona:_ciclabile_golena_del_po_-_parte_bassa
444,3715, Si, No,"
Piccolo itinerario per segnalare la ciclabile del suggestivo ponte di po di Cremona

","e 12

",https://www.piste-ciclabili.com/print/3715-cremona:_dal_torrazzo_a_castelvetro_picentino
445,1571, Non votato, Non votato,"
Bel percorso misto (asfalto - sterrato - boschetto), salite e discese molto ripide.

"," 16 giugno 11

",https://www.piste-ciclabili.com/print/1571-crespellano_-_montemaggiore
446,1313, Non votato, No,"
Bel percorso in maggior parte asfaltato, che attraversa le campagne di Crespellano - Piumazzo e Calcara costeggiando per un pezzo il torrente Samoggia.

Si consiglia in primavera con i frutetti in fiore (uno spettacolo), adatto a bimbi.

Transito sporadico di auto.

","e 09

",https://www.piste-ciclabili.com/print/1313-crespellano_-_ponte_samoggia
447,858, Non votato, Non votato,"
Bel percorso misto, si parte con una salita su strada asfaltata per poi proseguire su strade sterrate (salite molto ripide: si consigliano rapporti piccoli), si gode di un ottimo panorama immerso tra i colli.

Percorso utilizzato anche da autovetture, ma molto di rado, salite e discese molto ripide (tenete in buone condizioni i freni)

"," 23 giugno 11

",https://www.piste-ciclabili.com/print/858-crespellano_-_stiore_-_san_lorenzo_(anello)
448,3494, Non votato, No,"
Strada Sterrata sul crinale fra la valle dell'Idice e la valle del Zena.
Molto panoramica e priva di alberi.

La parte iniziale è di asfalto poco trafficato, poi diventa strrata poi sentiero e di nuovo sterrata.

Seguendola fino alla fine della traccia si arriva alla noce di Mercatale.

Prestare attenzione: si possono incrociare trattori, mezzi fuoristrada o cavalli.

"," 5 novembre 11

",https://www.piste-ciclabili.com/print/3494-crinale_idice_zena
449,5012, No, No,"
Partenza dal bivio sulla strada da Pian di Novello all'Abetone, nei pressi del Giardino Botanico, si segue in salita la strada che costeggia il torrente Sestaione fino al termine del tratto asfaltato.

Da qui si prosegue sul fondovalle per un tratto sterrato (da percorrere solo in MTB) non molto lungo fino ad un bivio ove il percorso si divide in 2 parti: il sentire o di destra porta verso il Lago Nero, quello di sinistra risale alle fonti del Sestaione.

Qualunque dei due sentieri si prenda, dopo poche decine di metri si deve comunque scendere e proseguire a piedi perché la pendenza diventa eccessiva per essere pedalabile (il percorso segue due vecchie piste di sci)e se avete spirito di esplorazione l'escursione è molto divertente (in tal caso consiglio di munirsi della carta dei sentieri della zona di Abetone).

","e 14

",https://www.piste-ciclabili.com/print/5012-dal_giardino_botanico_verso_le_sorgenti_del_sestaione_ed_il_lago_nero
450,1028, Si, Non votato,"
Percorso interamente sull'argine destro del Po, inizialmente sterrato senza auto (solo qualche macchina agricola), poi da intersezione con la SS62 diventa tutto asfaltato e condiviso con le auto.

Panoramico come si addice al grande fiume, con possibilità di pratica estrema scendendo dall'argine maestro in particolare nei pressi di portiolo-San Benedetto.

"," 27 novembre 08

",https://www.piste-ciclabili.com/print/1028-destra_po_da_luzzara_al_secchia
451,3504, No, No,"
Discesa che da via della Collina porta in val Quaderna, completamente sterrata è una strada usata a volte dai trattori per lavorare nei campi, ad un certo punto la pendenza si fa discreta, ma le condizioni del fondo genera,mente sono buone.

Giunti lla fine è possibile proseguire ditti per la val Quaderna fino a Palesio oppure girare a dx per salita impegnativa sterrata che porta a M.te Calderaro

"," 9 novembre 11

",https://www.piste-ciclabili.com/print/3504-discesa_quaderna
452,4668, No, No,"
Collegamento tra valli appenniniche

"," 9 novembre 13

",https://www.piste-ciclabili.com/print/4668-dogana_nuova_-_rotari_-_casagallo_-_tagliole_-_ss.324_(del_passo_delle_radici)
453,4620, No, No,"
Sentiero per Bikers esperti, ad un primo tratto dapprima in asfalto e poi su ghiaia, piuttosto facile segue una salita impegnativa su sentiero in terra e roccia seguito successivamente da un percorso di crinale che si conclude con la discesa sul Lago Scaffaiolo nei cui pressi si trova il rifugio Duca degli Abruzzi ove è possibile ricevere ristorazione ed eventuale alloggio (http://www.rifugiolagoscaffaiolo.it/servizi-prezzi.html)

"," 30 luglio 13

",https://www.piste-ciclabili.com/print/4620-doganaccia_-_lago_scaffaiolo
454,4621, No, No,"
Strada di alta Montagna (in inverno è percorribile in discesa con gli sci). Conduce da Doganaccia al passo delle Croce Arcana e alle Antenne radio-Tv.

Da qua si puo proseguire (seguendo il crinale) per il Lago Scaffaiolo, mentre dal passo si puà scendere fino Fanano

"," 29 settembre 14

",https://www.piste-ciclabili.com/print/4621-doganaccia_-_passo_della_croce_arcana
