,_id,bambini,pattinatori,descrizione,ultimo_aggiornam,link_imm_percorso
1339,3940, No, No,"
Partenza montecosaro, si percorre contrada piane chienti.

Strada secondaria immersa nella campagna,tutta strada asfaltata, poi si devia per riprendere la statale485 fino a civitanova,e una volta arrivati nella zona stadio di Civitanova si percorre la pista ciclabile fino alla fine, poi si prosegue costeggiando il fiume chienti, andando sempre dritti seguendo il sentiero si costeggia la superstrada, e si arriva alla frazione di Santa Maria Apparente; giunti all'incrocio con via del torrione si prende le indicazioni per la zona industriale, la si percorre come da tracciato.

"," 20 agosto 12

",https://www.piste-ciclabili.com/print/3940-montecosaro_-_civitanova
1340,4056, No, No,"
In questo momento (10/2012) stanno depolverizzando la strada per Montecucco (prima ci voleva solo o un ottimo fuoristrada o una ottima MTB) lato marchigiano,

Il lato umbro e già asfaltato, ottimo per completare dei giri con questa salita
o in MTB per salire agevolmente in quota e ridiscendere per tanti sentieri alte vie presenti.

"," 24 ottobre 12

",https://www.piste-ciclabili.com/print/4056-montecucco
1341,1991, Non votato, Non votato,"
Simpatico cross-country nei dintorni del paese di Montemarciano (AN)

"," 4 gennaio 13

",https://www.piste-ciclabili.com/print/1991-montemarciano:_cross-countryn_(anello)
1342,2282, Si, Non votato,"
Un persorso in parte su strada asfaltata in parte su sentiero.

Si parte da Montemonaco e si scende fino alla frazione Pignotti.

Da qui ci si addentra fino nell'alta valle dell'aso fino a foce di montemonaco.

Giunti a Foce si lascia la strada asfaltata e si percorrono i piani della gardosa su comodo sentiero.

Lungo il percorso e' possibile sostare nelle numerose strutture ricettive.

Si rientra a montemonaco percorrendo la stessa strada dell'andata.

"," 21 maggio 10

",https://www.piste-ciclabili.com/print/2282-montemonaco_-_foce_-_piani_della_gardosa
1343,2281, Non votato, Non votato,"
Si tratta di uno dei 14 percorsi ad anello predisposti all'interno del Parco dei Sibillini.

In percorso, di media difficoltà, va fatto in Mtb. Si parte dal paese di Montemonaco e si imbocca la strada imbrecciata che sale fino al rifugio Sibilla.

Si percorre tale strada per circa 500 mt per poi proseguire su un sentiero segnalato che scende fino alla frazione Rocca.

Il percorso prosegue lungo l'alta valle dellAso per poi risalire fino allabitato di Altino. Da qui si prende il sentiero (segnalato) che scende fino alla frazione di Vallegrascia.

Il panorama è davvero superbo, con scorci che spaziano dal M. Vettore fino al Mar Adriatico.

Dalla frazione di Vallegrascia si rientra a Montemonaco attraversando le frazioni di dan Lorenzo e di Rascio.

"," 21 maggio 10

",https://www.piste-ciclabili.com/print/2281-montemonaco_-_l%27anello_della_valle_d%27aso
1344,1332, Non votato, Non votato,"
E' un anello di circa 6 km. Si scollina fino a quasi Montesicuro (301 mt. slm).

Partendo dal campo sportivo di Aspio si seguono le indicazioni per il ristorante il Tarlo Ardito fino ad un sottopasso dell'A14 che troveremo sulla sx.

Seguite il sentiero finchè non troverete una biforcazione con una salita a dx e una a sx.Prendete a sx, di qui inizia la scalatina.Finito il sentiero sterrato incrocerete la strada, svoltate a dx e continuate a salire fino ad un bivio con una strada asfaltata che va in forte discesa.

Prendetela e dopo un pò vi ritroverete di nuovo su un sentiero che seguirete fino al prossimo bivio. Qui tenete di nuovo la dx e continuate a scendere. Arriverete ad un punto in cui vi troverete di fronte una masseria e poco prima, sempre sulla destra, un altro sentiero.

Seguitelo e alla fine della discesa vi ritroverete al primo bivio (quello con le salite sia sulla dx che sulla sx).

E' un bel percorso divertente e non molto impegnativo. Si raggiungono discrete velocità grazie anche al terreno non troppo accidentato. Buon mountain!!!

","e 09

",https://www.piste-ciclabili.com/print/1332-montesicuro_(anello)
1345,4774, Si, Si,"
Nuova ciclabile da Monticelli a Brecciarolo (ponte ex-Mondadori)

"," 21 settembre 13

",https://www.piste-ciclabili.com/print/4774-monticelli_-_brecciarolo
1346,1780, Si, Si,"
Una strada per arrivare al mare in bicicletta, su asfalto e una su sterrato.

"," 17 ottobre 09

",https://www.piste-ciclabili.com/print/1780-morciano_di_romagna_-_cattolica
1347,1303, Non votato, Si,"
Questo percorso é da integrare con altri già segnalati nella direttrice Colfiorito a Visso.

L'itinerario atraversa paesini e paesaggi stupendi (ad esempio Massaporfoglio) in mezzo la natura, con pochissimo
traffico, ad eccezione di alcuni tratti di strada statale, inevitabili per compiere il giro.

Previsti 500 metri di strada di breccia

Il verso consigliato è quello meno faticoso e da Colfiorito a Visso è stato percorso in bici da chi vi scrive, partendo da Fabriano.


","e 09

",https://www.piste-ciclabili.com/print/1303-muccia_-_colfiorito_-_acquapagana_-_visso
1348,832, No, Non votato,"
La prima tappa della Berlino - Copenaghen

"," 12 giugno 11

",https://www.piste-ciclabili.com/print/832-oranienburg_-_dannenwalde_(germania)
1349,2432, Non votato, Si,"
Un anello molto panoramico con salite interessanti e in gran parte in strade non troppo trafficate eccetto nei giorni feriali nell'ora di punta fra Osimo e San Biagio.

"," 7 luglio 10

",https://www.piste-ciclabili.com/print/2432-osimo_-_offagna_(anello)
1350,1278, Non votato, Non votato,"
Sono pochi chilometri da farsi in due ore, veramente bello

"," 27 agosto 19

",https://www.piste-ciclabili.com/print/1278-p.sant%27elpidio_-_p.s.giorgio
1351,1909, Si, No,"
Si potrà partire dal centro dellabitato di Pagliare del Tronto e per mezzo di una pista attrezzata ed illuminata arrivare fino alloasi, per proseguire poi fin verso la frazione di Villa San Pio.

Da li si potrà riprendere la pista esistente lungo largine del fiume Tronto che dopo circa 4 chilometri arriva fino al fosso Morrice per poi proseguire sulla pista nel territorio di Colli del Tronto.

Lungo la pista si potranno trovare fontane di acqua potabile utili soprattutto nella stagione calda e punti di sosta ed aree pic-nic oltre che un attrezzato percorso vita.

Per chi vorrà utilizzare la propria bicicletta, sono a disposizione ampi parcheggi a ridosso delluscita dellAscoli  Mare a pochi chilometri dellautostrada A14 uscita San Benedetto del Tronto.

"," 8 gennaio 13

",https://www.piste-ciclabili.com/print/1909-pagliare_del_tronto_di_spinetoli:_oasi_la_valle
1352,4807, No, No,"
Da P.Recanati a Massignano e ritorno attraverso il Parco.

","e 15

",https://www.piste-ciclabili.com/print/4807-parco_del_conero_-_porto_recanati
1353,141, Non votato, Si,"
Percorso su strada a traffico limitato immerso nel bosco con vista mare.

Partenza dal monumento di Baia Flaminia e si percorre la ""strada panoramica Adriatica SP 44"".

"," 2 ottobre 07

",https://www.piste-ciclabili.com/print/141-parco_naturale_san_bartolo
1354,147, Non votato, No,"
Percorso su strada a traffico limitato immerso nel bosco con vista mare.

Strada panoramica Adriatica SP 44.

"," 4 ottobre 07

",https://www.piste-ciclabili.com/print/147-parco_naturale_san_bartolo
1355,1578, Non votato, Si,"
In questa vecchia statale persiste ancora una piccola galleria storica cortissima che costeggia il lago artificiale nella gola

Segnalo questo percorso per unire altri itinerari utilia i ciclisti della zona


"," 17 luglio 09

",https://www.piste-ciclabili.com/print/1578-passo_del_furlo
1356,3579, No, No,"
Un alternativa su strada bianca alla trafficata strada del passo di montecroce carnico.

Il percorso segue l'antico tracciato della strada romana.

Strada sconnessa ed in alcuni tratti ridotta a sentiero tra la vegetazione. Per mountain bike o bici da tracking robuste.

"," 15 gennaio 12

",https://www.piste-ciclabili.com/print/3579-passo_monte_croce_carnico_-_mauthen
1357,2514, Si, Non votato,"
Ciclopedonale litoranea parte della Ciclovia Adriatica (Bicitalia n. 6). Spettacolare il promotorio di Pedaso, con vista a sud fino alle coste abruzzesi e alla montagna della Majella nei giorni limpidi, e a nord vista sul Conero.

"," 24 agosto 10

",https://www.piste-ciclabili.com/print/2514-pedaso:_litoranea
1358,956, No, Non votato,"
La storica battaglia di Castelfidardo del 18 settembre 1860 che con la vittoria dell'esercito piemontese su quello pontificio, ha permesso l'unità d'Italia risorgimentale, nei luoghi dove si svolse la fase più cruenta della battaglia, tra il mare Adriatico e la preistorica selva di Castelfidardo.

Sito d'interesse comunitario, il percorso ciclo-pedonale si snoda tra campi agricoli, antiche stradine bianche a case storiche dei campagna, il monumento ossario dei caduti, fitta vegetazione del bosco e uliveti.

Il tutto per un percorso di circa 8km.

"," 30 ottobre 08

",https://www.piste-ciclabili.com/print/956-perco_della_battaglia_di_castelfidardo
1359,20, No, Si,"
Percorso ciclopedonale cittadino

"," 20 maggio 07

",https://www.piste-ciclabili.com/print/20-percorso_ciclabile_san_andrea
1360,22, No, Si,"
percorso ciclopedonale urbano - extraurbano

"," 20 maggio 07

",https://www.piste-ciclabili.com/print/22-percorso_ciclabile_san_bernardo_-_parco_delle_querce
1361,21, Si, Si,"
Percorso ciclopedonale extraurbano

"," 20 maggio 07

",https://www.piste-ciclabili.com/print/21-percorso_via_della_campagna
1362,103, No, Si,"
È una nuova ciclabile e collega tutte le spiaggie dal molo di Pesaro e Fosso Sejore.

In corrispondenza della fine di Viale Trieste la pista torna indietro per 100 m verso il centro di Pesaro, si butta sotto uno stretto sottopasso pedonale (si passa con una bici alla volta a senso alternato) per poi proseguire per un Km parallela alla ferrovia dall'altra parte.

Poi passa nuovamente sotto la ferrovia e prosegue tra questa e la spiaggia.



"," 5 ottobre 11

",https://www.piste-ciclabili.com/print/103-pesaro_-_fosse_sejore
1363,151, Si, Si,"
Pista cliclabile lungo il fiume Foglia per raggiungere Baia Flaminia.

"," 5 ottobre 07

",https://www.piste-ciclabili.com/print/151-pesaro:_ciclabile_per_baia_flaminia
1364,243, Si, Si,"
La pista ciclabile parte l'osedale San Salvatore fino a raggiungere il quartiere di Soria - Baia Flaminia

"," 1 dicembre 07

",https://www.piste-ciclabili.com/print/243-pesaro:_ospedale_san_salvatore_-_baia_flaminia
1365,3477, No, No,"
Salite in molti tratti impegnative, ma valgono la fatica in quanto si tratta di percorsi molto panoramici.

"," 30 ottobre 11

",https://www.piste-ciclabili.com/print/3477-piandimeleto_-_frontino_-_carpegna
1366,1055, Non votato, Si,"
Percorso da integrare con altri, in zona priva di traffico.

Al paese di Moria vale la pena di passarci scendendo dal Nerone per poi salire sul Catria da Cantiano.

"," 10 dicembre 08

",https://www.piste-ciclabili.com/print/1055-pianello_-_moria_-_cantiano
1367,1056, Non votato, No,"
Percorso con strappi in salita molto tosti e traffico assente.

Brevissimi pezzi di strada imbrecciata.


"," 10 dicembre 08

",https://www.piste-ciclabili.com/print/1056-pianello_-_pian_della_serra_-_apecchio_-_pianello
1368,2902, Si, Si,"
Esempio di percorso nel piano di Magadino completamente asfaltato e pianeggiante.

Il percorso è parzialmente su pista ciclabile dedicata e parzialmente su stradine di campagna a bassissimo traffico.

Solo in qualche tratto la presenza di automobili è più avvertibile ma generalmente, in questo caso, c'è la presenza di corsie per biciclette.
Comunque tutto il piano di Magadino è attraversato da una griglia di stradine praticamente senza traffico e completamente pianeggianti.

","e 11

",https://www.piste-ciclabili.com/print/2902-piano_di_magadino_-_locarno_-_ascona
1369,1333, No, No,"
Facile percorso su sentiero e asfalto. Si parte dal campo di Aspio e si seguono le indicazioni per il ristorante ""Il tarlo ardito"".

Superate il ristorante che troverete sulla dx e continuate a seguire il sentiero che vi porterà all'inizio di una salita abbastanza ripida.

Superatela senza preoccuparvi più di tanto dell'abbaiare dei cani, in quanto dentro il cancello di una villa.

Il sentiero si incrocerà con una strada asfaltata. Svoltate sulla destra e seguite la strada fino a quando non vi ritroverete nei pressi del campo dal quale siete partiti. Buon mountain!!!

"," 14 ottobre 18

",https://www.piste-ciclabili.com/print/1333-piantate_lunghe_(anello)
1370,2169, Si, Si,"
Un facile giro su strada asfaltata senza traffico.

Il percorso può essere effettuato in entrambi i sensi di marcia.

Sono previste delle aree di sosta attrezzate lungo il lago.

","e 10

",https://www.piste-ciclabili.com/print/2169-pievebovigliana_-_isola_-_lago_di_polverina
1371,2268, No, Non votato,"
Facile percorso ad anello che dall'abitato di Pevebovigliana conduce al Lago di Boccafornace.

Da qui si può proseguire in direzione ""Convento"" e al Castello di Beldiletto percorrendo panoramiche stradine di campagna.

"," 19 maggio 10

",https://www.piste-ciclabili.com/print/2268-pievebovigliana_-_lago_di_boccafornace
1372,2131, Si, Non votato,"
Un bel percorso alla scoperta di uno dei santuari piu' belli delle Narche.

Il percorso parte da pievebovigliana e prosegue quasi pianeggiante fino a Fiordimonte.

Dopo aver passato Fiordimonte il percorso inizia a salire per circa 4 km fino a sant'Ilario.

Da qui prendere direzione cupi e proseguire fino al santuario di Macereto.

La bellezza dei panorami e la tranquillita' delle strade mai trafficate rendono il percorso molto piacevole.

","e 10

",https://www.piste-ciclabili.com/print/2131-pievebovigliana_-_santuario_di_macereto
1373,2267, Si, Non votato,"
Si parte dal paese di Pievebovigliana per un giro ad anello intorno al Monte San Savino.

Si prosegue imboccando la strada che dall'abitato di Pievebovigliana sale fino alla frazione ""Isola"".

Da qui si consiglia di proseguire in senso orario.
Si attraversano le panoramiche frazioni di Colle S. Benedetto e Roccamaia e si pedala spesso all'interno di boschi e castagneti.

In località Roccamaia si può imboccare il ""sentiero natura"" allestito dal Parco Nazionale dei Sibillini che vi condurrà fino alla sommità del Monte San Savino.
Il percorso può essere facilmente allacciato agli altri percorsi segnalati nella zona.

"," 19 maggio 10

",https://www.piste-ciclabili.com/print/2267-pievebovigliana:_giro_del_monte_san_savino
1374,2149, Non votato, Non votato,"
Un bel percorso ad anello da fare in mtb.

Il percorso inizia nei pressi del lago di Caccamo e sale fino in prossimita' del ripetitore sopra Pievefavera.

Da qui inizia una divertente discesa su sterrato di 4/5 km.

Le numerose varianti segnalate nella zona rendono il percorso molto interessante a chi piace andare con la mtb.

","e 10

",https://www.piste-ciclabili.com/print/2149-pievefavera_(anello)
1375,2150, Non votato, Non votato,"
Una viariante che consente di allungare l'anello di Pievefavera.

Il percorso e' tutto su sterrato e non presenta particolari difficolta'

","e 10

",https://www.piste-ciclabili.com/print/2150-pievefavera:_1a_variante_(anello)
1376,2151, Non votato, Non votato,"
Il percorso rappresenta una variante all'anello di pievefavera e consente di allungare il giro.

Il percorso va fatto in mtb e non presenta particolari difficolta'.

","e 10

",https://www.piste-ciclabili.com/print/2151-pievefavera:_2a_variante_(anello)
1377,2154, Non votato, Non votato,"
Un'altra variante che consente di allungare l'anello intorno a Pievefavera.

Il percorso va fatto in mtb e non presenta particolari difficolta'

","e 10

",https://www.piste-ciclabili.com/print/2154-pievefavera:_3a_variante_(anello)
1378,2284, Non votato, Non votato,"
Il percorso rappresenta una variante all'anello di Pievefavera e consente di allungare il giro.

Il percorso va fatto in mtb e non presenta particolari difficolta' tecniche.
Giunti sotto il ripetitore RAI proseguite per la strada bianca fino ad una vecchia cavetta in disuso.

Subito dopo scendere per la strada bianca a destra.

Tenersi a sempre destra fino all'incrocio con una croce. A questo incrocio, prendete a sinistra fino ad arrivare al rifugio di Valdiea. Lasciatevi a sinistra il rifugio di Valdiea e proseguite per un tratto di falsopiano, costeggiando il monte (che rimane a sinistra). Dopo una breve salita, si prendete il sentiero che scende lungo il vallone sulla sinistra e che vi porta fino a Fiungo.

Attraversate Fiungo e si proseguite fino Campolarzo percorrendo il sentiero che costeggia il fiume Chienti. Da Campolarzo, su strada asfaltata, proseguite fino a Pievefavera.

"," 21 maggio 10

",https://www.piste-ciclabili.com/print/2284-pievefavera:_4a_variante
1379,2283, Non votato, Non votato,"
Il percorso rappresenta una variante all'anello di Pievefavera e consente di allungare il giro.

Il percorso va fatto in mtb e non presenta particolari difficolta' tecniche.
Giunti sotto il ripetitore RAI proseguite per la strada bianca fino ad una vecchia cavetta in disuso.

Subito dopo scendere per la strada bianca a destra.

Tenersi a sempre destra fino all'incrocio con una croce. A questo incrocio, prendete a sinistra fino ad arrivare al rifugio di Valdiea. Poco prima di arrivare al rifugio di Valdiea (circa 100 mt prima) prendete il sentiero che scende fino alla frazione di Valdiea. La discesa è lunga e divertente.

Attraversate Valdiea e prendente il sentiero dietro la chiesa. Il sentiero dapprima discende fino a fondo valle e poi, costeggiando gli argini del fiume chienti, giunge fino alla frazione di Campolarzo. Da qui il rientro a Pievefavera avviene proseguendo lungo strada asfaltata ex statale 77.

"," 21 maggio 10

",https://www.piste-ciclabili.com/print/2283-pievefavera:_5a_variante
1380,664, Si, Si,"
Bella pista ciclabile e strada poco trafficata che cammina lungo le rive del fiume

"," 16 giugno 10

",https://www.piste-ciclabili.com/print/664-pioraco_-_fiuminata
1381,1579, Non votato, No,"
Percorso estivo su strade a scarso traffico, per persone con un certo allentamento.

Si può iniziare anche lasciando la famiglia al lago di Castreccioni o a Canfaito o a Pian dell'Elmo.

Il tratto più bello dal punto di visa paesaggistico è quello di Elcito, ex paese carcere.

"," 24 novembre 12

",https://www.piste-ciclabili.com/print/1579-poggio_san_romualdo_-_elcito_san_vicino
1382,2353, Non votato, Non votato,"
Percorso per bici da strada da Ascoli al mare

"," 7 giugno 10

",https://www.piste-ciclabili.com/print/2353-porto_d%27ascoli_-_ascoli_piceno
1383,2924, No, No,"
Le colline marchigiane

","e 11

",https://www.piste-ciclabili.com/print/2924-porto_recanati_-_morrovalle
1384,2380, No, Non votato,"
facile pista ciclabile in riva al mare che collega Porto San Giorgio a Marina Palmense.

"," 15 giugno 10

",https://www.piste-ciclabili.com/print/2380-porto_san_giorgio_-_marina_palmense
1385,2371, Si, No,"
Bella ciclabile all'ombra di una pineta che collega la parte sud alla parte nord della città

"," 14 giugno 10

",https://www.piste-ciclabili.com/print/2371-porto_san_giorgio_-_viale_cavallotti
1386,2374, No, Si,"
nuova pista ciclabile nella parte sud della città

"," 14 giugno 10

",https://www.piste-ciclabili.com/print/2374-porto_san_giorgio:_via_della_resistenza
1387,2373, No, Si,"
Ciclabile che percorre tutto il viale dei pini fino a piazza torino.

"," 14 giugno 10

",https://www.piste-ciclabili.com/print/2373-porto_san_giorgio:_viale_dei_pini
1388,2372, No, No,"
Bella ciclabile all'ombra di una pineta che collega la parte nord alla parte sud della città

"," 14 giugno 10

",https://www.piste-ciclabili.com/print/2372-porto_san_giorgio:_viale_della_vittoria
1389,4962, Si, Si,"
Il Comune di Potenza Picena ha partecipato, nel maggio 2009, al bando di cofinanziamento promosso dal Ministero dellAmbiente in forma associata con il Comune confinante di Civitanova Marche.

Lungo la strada statale n.16, che attraversa il territorio comunale in direzione nord-sud, è già stata realizzata -con interventi precedenti- una pista ciclabile che consente la connessione della frazione porto fino al confine nord, ad eccezione dellultimo tratto a causa della presenza di un piccolo fosso.

Le opere di prolungamento della pista hanno consentito lattraversamento del fosso e la connessione alla zona naturalistica denominata I Laghetti, allinterno della quale si snoda un percorso di alta valenza paesaggistica, praticabile sia a piedi, sia in biciletta.

"," 14 marzo 14

",https://www.piste-ciclabili.com/print/4962-potenza_picena:_prolungamento_pista_porto
1390,3994, No, No,"
Segnalo questo proseguimento di un percorso ciclabile già segnalato il fondo e di breccia e la strada è aperta alle auto adatto a MTB e bici da cicloturismo con copertoni adatti a strade con ghiaione.

questo e un esempio anche per l' amministrazione di Fiuminata come con poco si poteva creare una pista ciclabile condivisa dalle auto locali (con limite dei 30kmh) anziché crearne una nuova e poco fruibile che mi rifiuto a segnalare

Questo percorso con partenza da Pioraco quasi tutto in pianura e una risorsa stupenda per tutti i gli amanti del pleinair che vengono a Pioraco e Fiuminata.

"," 25 settembre 12

",https://www.piste-ciclabili.com/print/3994-proseguimento_ciclabile_su_strada_fiuminata
1391,3600, No, No,"
Lungomare Adriatico fra Riccione con ascesa in panoramica a Casteldimezzo e passaggio a Gradare

"," 13 febbraio 12

",https://www.piste-ciclabili.com/print/3600-riccione_e_mezza_panoramica
1392,3860, No, No,"
Itinerario percorso da me e mia moglie dal 16 al 18 di giugno 2012 con borse al seguito.

L'ho battezzato ""Via Flaminia Garibaldina"" perchè ricalca in parte il percorso della fuga dell' Eroe dei Due Mondi da Roma a Venezia nel 1849 e perchè parte da Rimini e dovrebbe, passo passo e ferie dopo ferie, arrivare nelle mie intenzioni a Roma sfruttando due percorsi da noi già effettuati lo scorso anno (Gualdo Tadino - Nocera Umbra Colle e Nocera Umbra Colle - Collecroce).

"," 23 agosto 12

",https://www.piste-ciclabili.com/print/3860-rimini_-_gubbio
1393,261, Si, Non votato,"
Si parte dal mare e dalla storia dell'età romana e attraverso il fiume Marecchia si scopre il favoloso entroterra della romagna lungo la strada ciclabile, ben segnalata per la maggior parte dell'itinerario.

Si potranno fare numerose deviazioni per scoprire i luoghi di sicuro interesse sia paesaggistico che storico-culturale: Madonna di Saiano, Verrucchio San Leo, Torriana, Montebello, per citarne alcuni.

Si sconfina nelle Marche attraversando il fiume, ma il fiume e la sua pista non finiscono nella scarna traccia che vi ho segnalato: a voi scoprire il resto.

Quando accompagno i turisti stranieri in questi luoghi rimangono per sempre con un pezzettino di Valmarecchia nel cuore; venite a prenderne un pezzo: buona pedalata.

Sandro

"," 27 maggio 11

",https://www.piste-ciclabili.com/print/261-rimini_-_verucchio_-_novafeltria
1394,550, Si, Non votato,"
Cliclabile che da Rocca Priora (parco del Cormorano) porta in centro a Chiaravalle.


"," 29 maggio 08

",https://www.piste-ciclabili.com/print/550-rocca_priora_-_chiaravalle
1395,18, Si, Non votato,"
Percorso Ciclopedonale / sentiero lungo il fiume Esino

"," 5 giugno 11

",https://www.piste-ciclabili.com/print/18-rocca_priora_-_chiaravalle
1396,5300, Si, Si,"
Tratto di strada pedonale e ciclopedonale pianeggiante, in campagna

"," 23 ottobre 14

",https://www.piste-ciclabili.com/print/5300-s._giorgio_-_borgo_massano_-_ca%27virginia
1397,1018, Non votato, Si,"
Questo itinerario in salita sarà percorso in discesa nel prossimo Giro d' Italia 2009.

Il percorso che propongo in salita é preferibile farlo senza scendere dalla parte opposta, ma ritornando indietro
(fare strada imbrecciata in discesa è pericoloso
e ci si mette tanto tempo).

Una alternativa può essere salire da Buon Consiglio e scendere a Chiaserna: strada stupenda, asfalto nuovo, salita dura specialmente all'inizio e nel tratto finale.

Qui si usa fare un giro che comprende le tre salite più dure: monte Nerone, monte Catria e monte Petrano.

Chi viene da fuori e si sente forte può fare questo itinerario scegliendo traffico assente; chi vuole farla solo in discesa può informarsi per prendere la funivia che dovrebbe aprire in data 08-12-2008, partendo da Frontone fino alla vetta
(sempre se il servizio continuerà anche per l'estate informarsi al www.comunedifrontone.it )

"," 22 novembre 08

",https://www.piste-ciclabili.com/print/1018-salita_del_catria
1398,1032, Non votato, No,"
Questa salita è stupenda perchè parte dal centro del paese di Pianello, dove vedete le ultime auto: poi si stà soli in mezzo alla natura.

Attenzione solo ad eventuali ciclisti in discesa; la strada è stretta, ma asfaltata.

Questa è la seconda salita del Nerone, che è da considerarsi alla stregua di una pista ciclabile per lo scarso traffico che la caratterizza: è più facile che troviate mucche che auto!

"," 30 novembre 12

",https://www.piste-ciclabili.com/print/1032-salita_del_nerone_da_pianello_e_discesa_per_seravalle_carda
1399,759, Si, Non votato,"
Il percorso costeggia gli argini del fiume Potenza, la pista è stata completamente rifatta da poco tempo (8.09.08) ed è totalmente percorribile in mountain bike o a piedi.

La bellezza del posto così come le zone ricche di vegetazione e uccelli nidificatori, ne fanno un posto unico

La pista è percorribile in circa 50 min in mountain bike.

"," 8 settembre 08

",https://www.piste-ciclabili.com/print/759-sambucheto_-_villa_potenza
1400,2416, Si, No,"
Il percorso è ciclabile e pianeggiante; incrocia alcune vie stradali.

"," 29 giugno 10

",https://www.piste-ciclabili.com/print/2416-san_benedetto_del_tronto_-_la_ciclable_di_viale_dello_sport
1401,2307, No, Si,"
Salita nel Parco nazionale del Gran Sasso e Monti della Laga, al confine tra Marche ed Abruzzo.

Questa è una delle strade per arrivare nella località sciistica di San Giacomo, arrivo di tappa di alcune gare ciclistiche tra cui la 13° del Giro d'Italia 1992.

"," 20 giugno 10

","https://www.piste-ciclabili.com/print/2307-san_giacomo,_scalata"
1402,1601, Si, Si,"
Breve giro su sfondo in parte asfaltato ed in parte no (breccia).

L'itinerario si sviluppa nelle campagne vicino a Porto Recanati, a 2 km dal mare.

"," 23 agosto 09

",https://www.piste-ciclabili.com/print/1601-san_girio
1403,2121, No, Non votato,"
Bel percorso all'interno del parco naturale dei Sibillini.

L'anello è ben segnalato sul posto e nelle numerose guide sul parco.

Si inizia con la salita verso il convento di San Liberato, dove è possibile fare una sosta per il ristoro. A San Liberato è possibile percorrere uno dei numerosi ""sentieri natura"" presenti nel parco.

Il convento è molto bello e vale la pena fare una visita.

Si riparte verso monastero percorrendo una strada panoramica che taglia la montagna fino all'altro versante.

Giunti al montastero si può fare una sosta ed ammirare dall'alto le magnifiche gole del Fiastrone. A monastero esiste un cento informativo gestito dall'ente che si occupa del parco.

Dal monastero inizia la discesa fino al punto di partenza, in un ambiente suggestivo a strapiombo sulle gole del Fiastrone

","e 10

",https://www.piste-ciclabili.com/print/2121-san_liberato_(anello)
1404,2214, Non votato, Non votato,"
Un percorso abbastanza impegnativo da fare in mountain bike.

Dal parecheggio dell'abbazia di San liberato prendete la strada imbrecciata per monastero. Un paesaggio mozzafiato tra boschi e cascate al di sopra delle gole del Fiastrone.

A circa un chilometro dal monastero prendete la strada che sale sulla vostra sinistra.

Rapidamente salite fino ai piani di Ragnolo.

Da qui una comoda strada (che imboccherete sulla vostra sinistra) vi riporterà al punto di partenza.

La presenza di molti tornanti rende la discesa particolarmente divertente.

"," 16 giugno 10

",https://www.piste-ciclabili.com/print/2214-san_liberato_-_piani_di_ragnolo_(anello)
1405,2213, Non votato, Non votato,"
Un facile percorso che partendo dal convento di San liberato arriva fino all'eremo di Soffiano.

K'ambiente e' particolarmente suggestivo e giunge fin sotto le verdi pendici di Pizzo Meta.

"," 6 maggio 10

",https://www.piste-ciclabili.com/print/2213-san_liberato_e_l%27eremo_di_soffiano
1406,2235, Si, No,"
Una facile passeggiata su strada asfaltata di poco transitata.

Si parte dal parcheggio di fronte alla chiesa del santissimo crocefisso.

Si prosegue in direzione san lorenzo di treia in leggera salita. All'arrivo, il giardino di fronte alla chiesa invita a una rilassante sosta.

I piu' arditi possono proseguire con il giro del Monte Acuto.

"," 9 maggio 10

",https://www.piste-ciclabili.com/print/2235-san_lorenzo_di_treia
1407,2236, Si, Non votato,"
Un giro di media difficolta' da fare in mtb, con partenza da San Lorenzo di Treia.

"," 9 maggio 10

",https://www.piste-ciclabili.com/print/2236-san_lorenzo_di_treia:_giro_del_monte_acuto
1408,1115, No, Non votato,"
Una chicca di strada ciclopedonale costruita dalla Repubblica di San Marino sul confine con l'Italia: potete trovare un parco giochi, servizi igenici e tanta bella natura in soli 2 km.

Un esempio di come si dovrebbe fare, per tutti quelli che progettano strade.

Per ulteriori informazioni su altri collegamenti alla pista www.ca-rossa.it

"," 6 gennaio 09

",https://www.piste-ciclabili.com/print/1115-san_marino:_strada_di_confine
1409,2155, No, No,"
Un bel percorso tra gli ulivi e le vigne delle campagne maceratesi.

Il percorso e' molto apprezzato dai ciclisti - soprattutto di domenica - in quanto privo di traffico.

Giunti a Serrapetrona il percorso puo' essere facilmente allacciato con gli altri segnalati nella zona.

","e 10

",https://www.piste-ciclabili.com/print/2155-san_severino_marche_-_serrapetrona
