,_id,commento,data
1220,3,"In realtà dopo l'attraversamento di via Pallavicino per le biciclette dirette verso il centro inizia un tratto a senso vietato, pertanto non hanno nessuna pista ciclabile lungo tutta via Alberto da Giussano (questo da quando alcuni anni fa fu eliminato il tratto a senso unico verso il centro presente sempre sul lato dei numeri pari, allo scopo di aumentare i posti-auto disponendoli ""a pettine"" e non piú in linea).", 15 luglio
1221,3,1) L'attraversamento di via Pallavicino (angolo via Alberto da Giussano) è stato sistemato proprio bene di recente dal Comune con un attraversamento rialzato (tipo castellana) usando un fondo diverso (pietre rosse). Lo stesso sistema andrebbe adottato nell'attraversamento con la via M. Pagano)., 30 agosto 08
1222,3,Attenzione: l'ingresso in piazza Conciliazione avviene sulla rotonda in controsenso di marcia. Nessun cartello segnala l'interruzione della pista. Personalmente salgo sul marciapiede. Allego un paio di foto per meglio descrivere il problema., 26 luglio 08
1223,6,"Attenzione sul lato sinistro della ciclabile (in alcuni tratti la ciclabile è a doppia corsia su i lati del viale) il fondo è per circa 200 metri altamente compromesso dalle radici digli alberi :no , necessiterebbe di un' immediata manutenzione", 30 ottobre 08
1224,2107,Il Ponte azzurro su via Novara è una delle assurdità di Italia 90. Se ben ricordo una volta c'erano le assi in legno., 15 aprile 10
1225,2107,"Non so se qualcuno di voi ne ha già parlato: il collegamento tra Parco delle Cave, Boscoincittà e parco di Trenno è fondamentale. Così com'è fa proprio pena. Che ne dite di quell'assurdo ponte che sovrapassa la via Novara costruito ai tempi di tangentopoli forse per fare passare i TIR, non le bici?", 11 aprile 10
1226,2934,"Ma che bella sorpresa trovare alla periferia di Milano un parco cosi bello e pulito: complimenti a tutte quelle persone che frequentandolo, lo rispettano. :cool", 15 ottobre 12
1227,14,La pista ciclabile non è completa. Manca totalmente il tratto dal quartiere terrazze a Rozzano. Il tratto dal quartiere terrazze fino a piazzale Abbiategrasso deve essere sistemato è adeguato., 29 aprile
1228,3082,Per una volta si può dire ben fatta! sarebbe perfetta se congiunta con quella proveniente dalla centrale in piazza repubblica e se arrivasse fino in san babila...lo spazio c'è;dai che per una volta ce la fate a fare un buon servizio per i ciclisti!! :asd, 3 dicembre 11
1229,2058,"Ciao,", 27 marzo 10
1230,25,Per l'amministratore., 2 giugno 10
1231,25,"Buonasera a tutti, mi presento anzitutto, sono Giuseppe e vado in bici a Milano. Mi complimento con il vostro bellissimo sito che permette a tanti di scoprire o migliorare nuovi itinerari in bici.", 11 aprile 10
1232,25,Questa pista ciclabile è la più gran presa per i fondelli che ci sia a Milano., 22 luglio 08
1233,2237,"GiuseppeMarrasi, 8 settembre 18", 8 settembre 18
1234,2237,Ma se da Lambrate si volesse arrivare poi al parco Lambro?? Che via converrebbe fare?, 8 settembre 18
1235,2237,Consiglio una piccola deviazione per il ritorno (duomo->lambrate):, 9 maggio 10
1236,155,"la ciclabile dalla fine di Via Bisceglie prosegue verso sud sul ponte nuovo di Via Pietro Giordani, che attraversa il Naviglio Grande, scomparendo nel nulla alla fine del ponte. Da qui e' pero' possibile raggiungere la ciclostrada per il Naviglio Pavese (vedi itinerari Milano: Barona - Via Bisceglie e Milano: Barona - Naviglio Pavese).", 2 aprile 08
1237,3852,"è un tratto pericoloso, in quanto per creare la pista hanno rinunciato ad una corsia automobilista, senza realizzare alcuna protezione per le bici. Purtroppo la corsia rimasta non basta più per gestire sia il normale traffico automobilistico che i tram (questi si fermano li in attesa dell'ingresso in rimessa) e pertanto la pista ciclabile viene spesso utilizzata da automobili e autobus ATM per superare da destra il tram fermo (!) in mezzo all'unica corsia rimasta.", 8 maggio 15
1238,322,Matabike:, 21 novembre 08
1239,322,"Sposterei il punto ""A"" - la partenza della ciclabile - in Piazzale Susa, quindi si entra in Viale Argonne fino alla Chiesa Rossa, si prosegue in Via Marescalchi e transitando sotto il ponte FS si arriva in leggera pendenza al cavalcavia Ortica. Per la cronaca, sono tutt'oggi presenti lavori sul ponte del Lambro - hanno però steso delle assi di legno a coprire gli scavi e anche senza essere equilibristi circensi si riesce a proseguire.", 10 novembre 08
1240,322,In prossimità del cavalcavia della tangenziale (C) per lavori in corso la pista ciclabile è interrotta per qualche metro con l'obbligo di continuare sul marciapiede., 29 luglio 08
1241,322,"Su questa pista ciclabile ci sono troppi ostacoli , incroci stradali e macchine parcheggiate soprattutto all'altezza del ponte sul lambro :no", 27 aprile 08
1242,651,completato il primo pezzo sul lato Est delle via ed eliminati i gradini di collegamento con l'anello di piazza Insubria., 27 agosto 08
1243,5,"Siamo la casa editrice Lozzi specializzata nella realizzazione di guide e mappe. Al momento stiamo preparando una Ecomap della città di Milano che tra le altre cose dovrà indicare i percorsi ciclabili della città. Vorrei sapere se vi risulta che attualmente la pista di via Melchiorre Gioia prosegue lungo via Tirano e via Tofane, via Bertelli, via Baccarini, per immettersi quindi su via Padova, e fin dove arriva questo itinerario..", 24 febbraio 11
1244,159,sì per i lavori sul pirellino basta deviare dal nuovo parco 'biblioteca degli alberi' e aspettare la fine dei lavori :asd, 31 luglio 19
1245,159,Good, 30 luglio 19
1246,212,"Troppi pedoni , cani , bambini , incrici ogni 100 metri. :muro", 20 maggio 08
1247,2890,Nonostante sia possibile percorrere Via Paolo Sarpi in bicicletta in entrambi i sensi di marcia sfruttando i marciapiedi laterali come da delibera del Comune di Milano che ha approvato a fine ottobre 2010 una delibera che definisce via Sarpi Isola pedonale., 12 aprile 11
1248,13,"Dal punto terminale (J) entrando nel parcheggio sulla destra, e scavalcando il ponte in fondo, si riesce a collegarsi con l'itinerario interno al Parco della Vettabbia creando un bell'anello senza passare dalla trafficata via Sant'Arialdo.", 8 febbraio 18
1249,5756,"...""quanto prima possibile""...", 30 gennaio
1250,5756,La logica degli architetti urbani è tutta da discutere., 29 gennaio
1251,5756,Un aggiornamento., 29 gennaio
1252,5756,Ben fatto sicuramente! :si, 4 dicembre 19
1253,5756,:si, 4 dicembre 19
1254,5756,"Ho appena indirizzato al Comune il seguente reclamo: ""All'angolo tra via Stendhal e via Foppa il semaforo che dovrebbe regolare il flusso di velocipedi che attraversano via Foppa procedendo da via Stendhal è stato coperto con telo di plastica nero. L'intervento di occulatamento mi pare di ricordare che risalga alla fine del 2015, periodo nel quale venne realizzata la pista ciclabile. L'occulatamento del semaforo è visibile anche attraverso Street View (vedi https://www.google.com/maps/@45.4565232 ... 384!8i8192), così come dalla foto allegata che ho scattato lo scorso 28 novembre e che mostra come il telo di plastica nero sia nel frattempo tracimato. Presumo che l'intervento fosse stato approntato in quanto l'attraversamento di via Foppa non era dotato di attraversamento ciclabile, così come peraltro segnalato dal cartello sopra il semaforo che segnala l'interruzione della pista ciclabile. A quattro anni di distanza devo però constatare che nulla è cambiato. Il telo di plastica nero non è stato rimosso dal semaforo e l'attraversamento ciclabile su via Foppa non è stato ancora realizzato. Resto in attesa di un cortese e sollecito riscontro al reclamo.""", 4 dicembre 19
1255,529,"la breve ciclabile attualmente fa parte di una nuova strada non ancora aperta, ma i ciclisti hanno preso comunque possesso della ciclabile in modo autonomo. :lol", 26 giugno 08
1256,581,"Primo tratto Mirasole - San Siro asfalto si ma con tagli e buche.. meglio MTB che bici da strada insomma stessa cosa per l'ultimo tratto Santa Lucia - ""punto D"".. La strada parallela a Santa Lucia è in ghiaina sottile.. è un bel percorso ma consiglio di evitare la bici da strada", 21 agosto 11
1257,693,"Ciclabile cosi cosi da segnare meglio,alcuni incroci con strade trafficate,risalita da Desenzano lunga ma pedalabile ,poco frequentata...... :si", 19 ottobre 14
1258,693,mi sembra che la ciclabile sia lunga 21 km e non 16 come indica il sito..., 9 maggio 11
1259,693,Percorsa di domenica., 3 luglio 10
1260,693,Fatto oggi 06/09/2009 da Desenzano a Molinetto e ritorno., 6 settembre 09
1261,693,"Salve a tutti, volevo avere qualche notizia sullitinerario Molinetto-Desenzano.", 17 marzo 09
1262,2837,"son partita dalla stazione di Desenzano per san martino della battaglia e poi sirmione e da li a peschiera che avevo prenotato, il giorno dopo andavo a mantova .", 19 settembre 13
1263,2837,"Ciao a tutti,", 5 luglio 13
1264,4066,"E' possibile, e consigliato, allungando il giro di circa 5Km agganciarsi alla ciclabile 1d Destra Mincio in direzione Mantova a partire dal ponte sul Mincio presso Governolo. Dopo Villimpenta, all'incrocio della provinciale 30 con la provinciale 80, nei pressi di una chiusa, si prende la via per Nosedole e, giunti al paese si prosegue a destra fino alla rotonda di Governolo, si sale sul ponte, lo si attraversa e si comincia a seguire l'argine verso destra, qui si incontra la segnaletica per la cicalbile 1d. Da questo punto mancheranno 18Km a Mantova, ma percorsi quasi totalmente su pista ciclabile o strade a bassissimo traffico. Molto migliore della proposta originale che prosegue su strade un po' troppo trafficate", 3 giugno 14
1265,4066,"Molto interessante, lo proverò al più presto.", 6 novembre 12
1266,5103,sono un cicloamatore ed e' vero che per arrivare al monte cornizzolo bisogna attraversare dei cancelli ma sono convinto che usando la testa ripeto la testa e non solo le gambe e' una bellissima passeggiata fatta tante volte, 19 dicembre 18
1267,5103,Scusate: ma allora perchè è stato postato questo itinerario su pisteciclabili? Per indurre alla violazione? :muro, 12 marzo 17
1268,5103,ci vanno in molti ma sappiate che è vietato il traffico a tutti i mezzi non autorizzati bici comprese tanto che per entrare dovete scavalgare le sbarre che permettono di entrare solo ai pedoni.... in discesa andare pianissimo perché rischio di scontrarsi con furgoni e oltre a farti male paghi anche i danni essendo su una strada privata sulla quale non puoi circolare in bici, 12 marzo 17
1269,5103,Io ci sono andato a luglio 2013 e fino alla prima sbarra la strada non era in buone condizioni (asfalto rovinato con molte buche). Dopo la sbarra invece l'asfalto è perfetto!, 14 giugno 14
1270,5103,"devo ancora farla tutta quella salita,tempo ero in mtb e sono arrivato alla sbarra dove trovi il ristorante/bar ricordo che l'asfalto non era dei migliori (estate 2012) da li in poi ho sempre fatto le salite della zona saltando il cornizzolo potete aggiornarmi sulle condizioni asfalto ?? dovrei andarci a breve con la bici da corsa :cool :pazzo", 27 maggio 14
1271,5103,"Ottima descrizione della salita, ma conoscendola bene (è uno dei miei percorsi di allenamento inizio stagione) ti posso garantire che benchè ci sia una sbarra, sulla la strada, specialmente nei fine settimana, si possono incontrare furgoni o jeep (autorizzati con chiave) che portano persone e attrezzature sul picco in corrispondenza della base di lancio per deltaplani/parapendio. Quindi ancora maggiore attenzione in discesa.", 26 maggio 14
1272,5132,"Confermo che l'itinerario è tutt'altro che semplice; scorrevole e piacevole nella parte bassa a ridosso del monte nel sottobosco, quanto impegnativo e critico nella parte sul crinale e nelle salite. Come dicevi, molti tratti da fare a piedi con fondo pericoloso ( sassi e radici).", 2 agosto 14
1273,5132,"alcune precisazione sul tracciato.io di certo non so un professionista,ma definirlo fattibile e facile proprio direi di no.", 1 agosto 14
1274,1748,"L'ho fatto al contrario, niente male. C'è un bel salitone a tornanti su carrabile ma in generale l'ho trovato più pedalabile della versione ""normale"" (ad es. le scalinate in legno e la parte col travertino a vista le fai in discesa e non in salita).", 15 novembre 17
1275,1748,"ciao a tutti, qualcuno ha fatto questo percorso recentemente??? Vorrei farlo nel weekend.", 6 novembre 15
1276,1748,Informatevi sul sito del Parco. Ci sono sentieri VIETATI alle bici., 2 agosto 13
1277,1748,Veramente Ottimo!! Percorso che non stanca mai!! =D, 18 luglio 13
1278,1748,Itinerario molto molto bello dal punto di vista naturalistico ma a tratti non pedalabile per la presenza di scalinate e terreno molto umido (boschi igrofili), 11 giugno 12
1279,1666,Ora il tratto è nuovamente aperto. Il fondo del tratto che era chiuso è stato rinnovato., 17 dicembre 13
1280,1666,"Ciao a tutti! ho percorso l'altro ieri questa ciclabile al contrario, cioè da Ponte San Marco per Montichiari e vi scrivo per avvisare chi si dovesse avventurare su questa strada che purtroppo, poco dopo, all'altezza di via Zemogna, la ciclabile è inaccessibile per lavori.(se fossi in grado di aggiungere una foto, lo farei, ma prima devo scoprire come...)", 4 ottobre 13
1281,1666,"Questa ciclabile prosegue fino Carpenedolo e oltre, come sentiero, costeggia il fiume Chiese.", 10 settembre 09
1282,3726,08 Giugno 2013., 8 giugno 13
1283,1370,"Ciao a tutti, sono nuovo della zona. Vorrei provare il tratto di ciclabile che va da Desio a Giussano. Potete indicarmi i km e lo stato della ciclabile?", 22 ottobre 19
1284,1370,il.bruno wrote:Vedo che l'itinerario è stato modificato allungandolo fino al centro di Giussano dal punto T fino alla strada da Giussano a Verano., 18 gennaio 19
1285,1370,Vedo che l'itinerario è stato modificato allungandolo fino al centro di Giussano dal punto T fino alla strada da Giussano a Verano., 6 novembre 18
1286,1370,"Non penso che passino a pulire la ciclabile dal ghiaccio o dalla neve (quando nevica), almeno questo non avviene per le ciclabili che passano nei parchi (Villoresi, Groane). Negli ultimi 2-3 inverni questo problema non si è posto, perchè non ha mai nevicato e quasi mai il terreno è ghiacciato, vedremo come andrà nei prossimi mesi.", 18 settembre 16
1287,1370,"Fabio861 wrote:Ciao,volevo un informazione, ma la ciclabile in inverno è praticabile o si trova la strada ghiacciata? :boh", 18 settembre 16
1288,1370,"Ciao,volevo un informazione, ma la ciclabile in inverno è praticabile o si trova la strada ghiacciata? :boh", 17 settembre 16
1289,1370,Facci questo percorso quasi tutte le domeniche .........è un vero immondezzaio !, 3 agosto 15
1290,1370,"bella pista larga, asfaltata, in effetti cosi cosi l'inizio a Monza e sporca nei sottopassi.", 7 giugno 15
1291,1370,"pista bella, larga e di standard europeo, con bei saliscendi. In effetti l'inizio non è il massimo, ma, venendo dal Villoresi , dal rondo' è facile da trovare, basta fiancheggiare il grande albergo sul lato opposto, ma bisogna salire sul marciapiedi rosso. Peccato la sporcizia nei sottopassi - non illuminati- e la vicinanza alla superstrada, che la rende poco silenziosa. Per fortuna non esistono quasi attraversamenti, io con morosa ho fatto da Monza a Carate Br (nell'ambito di una gita da Milano Comasina-Garbagnate-Villoresi-Monza) e solo in due punti le auto possono attraversare la pista per accedere a delle proprieta'. Fondo direi buono, con anche linea tratteggiata di divisione delle corsie. Bello il modo scelto per superare gli svincoli della supestrada, molto meno frequentata delle piste lungo il Villoresi.", 7 giugno 15
1292,1370,"concordo con annael sotto i vari ponti è sporchissimo,poi da giussano in teoria girando per alcune vie ti riporta a proseguire fino ad arrivare a lecco,se non si conosce la zona si perde parecchio tempo :no", 19 agosto 14
1293,1370,"L'inizio (a Monza) è un disastro, è un'accozzaglia di vecchi tratti di ciclabile, corsie stradali non più utilizzate e ridicoli marciapiedini rossi, oltre a un tratto (l'ultimo prima del ponte sulla superstrada) dove non c'è niente e si deve andare contromano. E pensare che basterebbe poco per collegare questo tracciato alla rete monzese e del Villoresi...", 19 agosto 14
1294,1370,percorro questa ciclabile tutti i giorni con Andata e Ritorno partenza da Desio > Giussano > Desio, 18 agosto 14
1295,1370,"Riguardo al ""maltenuta"", informo che di recente (Agosto 2011) la ciclabile è stata sistemata molto bene (niente erbacce, rifiuti, fango) e sono state rifatte le linee bianche ai margini ecc :cool", 23 agosto 11
1296,1500,"in merito al punto B : è in via Galileo Galilei 33 a sx di una vecchia casetta, lì c'è la discesa sul fiume, bisogna guadarlo subito e portarsi quindi sulla sponda dx, poi seguendo i commenti precedenti, si deve avanzare e subito ci si trova a dover ""scalare"" una collinetta con la bici in spalla. Superata questa il percorso è più lineare. Gita fatta il 15/06/2018, il fiume è parecchio prosciugato quindi si guada più e più volte con facilità, però consiglierei questo tragitto (da B a F) più per una uscita di trekking che per MTB perchè sono stati veramente molti i tratti con bici in spalla o a spinta.", 16 giugno 18
1297,1500,"confermo quanto detto da mtozzi. Dopo il punto B, subito alla radura dovete subito passare a destra / guadare (tenendo il fiume alla vostra sinistra) e poi continuare, almeno credo, perchè io ho fatto esattamente come lui, ovvero ero sulla traccia giusta, la radura diventa un single track stretto. NON IMBOCCATELO, perchè secondo il navigatore era la traccia corretta, ma dopo 500 metri dove ho portato la bici a mano e scavalcato tronchi alti e medi (non robe saltabili, tutti da fare alzando la bici), e fatto salite e discese impensabili anche per campioni mondiali di freestyle....sono tornato indietro sconsolato, anche perchè avevo già 40km fatti alle spalle e ne avevo altri da fare per tornare alla macchina!", 8 settembre 16
1298,1500,"Sono partito oggi dal punto A, ho girato nel punto B trovando una traccia di sentiero, ma poche centinaia di m più avanti diventava impraticabile: pieno di tronchi di alberi caduti e molto pendente, tanto che si riusciva a malapena a procedere a piedi spingendo la bici.", 10 maggio 15
1299,1500,Il percorso andrebbe modificato in quanto sono stati inaugurati 2 ponti in zona Biassono-Gerno-Canonica che tagliano un paio di chilometri del vecchio percorso., 29 aprile 11
1300,3555,"Itinerario aggiornato, ora copre solo il percorso Monza Rondò dei Pini-Parco di Monza. L'itinerario Parco Nord Milano-Monza si trova qui:http://www.piste-ciclabili.com/itinerar ... lano-monza.", 20 aprile 15
1301,3555,"ogni tanto lo faccio, ma per come la vedo io tutto il tratto A-H può essere accorciato, pedalando sempre in corsia protetta, facendo tutta la rotonda su ciclabile e tirando dritto in via Togliatti a Cinisello, fino a girare per via L B Alberti. Inoltre, prima di arrivare al Villoresi, per me è più sicuro appena dopo il cimitero, inoltrarsi per Muggiò via Marx, dove c'è una ciclabilina...", 20 aprile 14
1302,3555,Qualcuno ha percorso questo tratto in pattini ultimamente?, 31 marzo 14
1303,3555,Ciao ho fatto oggi il percorso da Parco Nord a Parco di Monza., 11 ottobre 13
1304,416,Attenti al caldo: la costa su cui si sale è esposta perfettamente a sud., 26 aprile 10
1305,416,"bel percorso, panoramico e non molto impegnativo!!!", 7 aprile 09
1306,424,77 minuti!!, 8 aprile 09
1307,5478,"Giro fatto in parte ieri da Morimondo a Vigevano. Come dice gijo non è una vera pista ciclabile ma percorre strade di campagna in parte sterrate e in parte asfaltate scarsamente frequentate quindi molto sicure per i ciclisti. Ciò che dimentica gijo che l'impatto naturalistico è notevole perché percorri campi di granoturco, risaie e altro osservando una fauna notevole dagli aironi cenerini alle garzette. A mio avviso è un percorso notevole per chi ama la natura.", 9 luglio 17
1308,3741,"Percorsa il 17 Luglio 2018, fattibile per tutto il percorso anche da citybike ,proprio divertente, le forcelle non vengono praticamente mai sollecitate, forse qualche metro qua e la , magari prestare attenzione a qualche passaggio vicino alle ortiche o ponticello sul canaletto d irrigazione, ma anche bambini sopra i 10 anni possono farla se un po allenati. Notevole la quantità' di leprotti incontrati.", 18 luglio 18
1309,235,"In realtà il percorso non parte da Muggiano, bensì dalla rotonda poco prima della tangenziale e si snoda sin quasi a Cusago. Il percorso è tutto sommato piacevole anche se finisce su un'altra rotonda. Costerebbe davvero poco prolungarlo sino al sotto passo della tangenziale così che si creerebbe un percorso unico e protetto sino al quartiere Baggio. Per come è ora, con attraversamento sulla rotonda, in alcuni momenti della giornata è pericolosissimo e necessita di grande attenzione. Altra nota stonata purtroppo è la presenza di carovane di sinti che sostano sulla pista ciclabile impedendo di usarla e lasciandola piena di rifiuti di ogni genere.", 16 ottobre 17
1310,1574,"Ho fatto ieri questo itinerario, probabilmente ho sbagliato una deviazione e sono sbucato sulla strada che torna da consonno. In alcuni punti ho dovuto mettere la bici in spalla tra l'eremo e la cima del crocione a causa di ripidissime salite con sassi.", 20 novembre 17
1311,3290,"ieri sera verso le 19 una st3 rossa con valigie targata DJ.... era ferma al semaforo allincrocio tra il naviglio pavese e la circonvallazione, svoltava a sx in direzione v.le liguria.....io ero col mio vespone ma avevo troppa fretta per fermarmi", 18 agosto 19
1312,3290,"Fatta oggi .Scaricate la traccia GPX e non vi perderete.Attenzione al micro passaggio alla Cascina Schenavoglia quasi non si vede,ma c'è.Bellissimo percorso in mezzo alla natura .Consigliato x Mtb o Gravel.", 17 agosto 19
1313,3290,Mike wrote:Questa discussione contiene i commenti dell'itinerario cicloturistico Naviglio pavese - Naviglio Grande, 13 dicembre 18
1314,3290,Percorso perfetto per bici Gravel., 25 novembre 18
1315,3290,myweb wrote:Può essere percorso in bici da corsa?, 26 settembre 16
1316,3290,Può essere percorso in bici da corsa?, 26 settembre 16
1317,3290,"bello e interessante. Ben segnalato venendo dal Nav.Pavese - ma sempre occhio ai cartelli, è facile sbagliare perché tortuoso. Non sempre ben segnalato dal Nav.Grande (l'inizio dalla parte opposta del ponticello di Gaggiano non è segnalato). Attenzione alla chiesa a circa 2km da Gaggiano, svoltare a sin e lasciarsi la chiesa alle spalle. Non tutta ciclabile, puo' essere in parte percorsa da mezzi agricoli. Fondo talvolta dissestato ma accettabile. Molto ombreggiato a tratti, bei paesaggi con salici, canaletti ai fianchi nei quali si vedono sguazzare pesci. Da provare. Oggi fatto da Assago fino a Badile sul Nav.Pav., poi questo percorso fino a Gaggiano e ritorno ad Assago, tot 43km.", 22 agosto 15
1318,3290,"bel percorso, attenzione alle segnalazioni. Abbastanza ben segnalato venendo dal Naviglio Pavese, non cosi' dal Naviglio Grande all'inizio da Gaggiano, dove manca la segnalazione iniziale e manca la segnalazione nei pressi di una chiesetta (dove si deve svoltare a sx) sempre venendo da Gaggiano. In buona parte asfaltato, non è tutto percorso ciclabile , una parte è su strada campestre percorsa da mezzi agricoli. Molto bello, ombreggiato in buona parte, con bei ruscelli che lo costeggiano. Sicuramente merita. Fatto oggi con la mia compagna, partendo da Assago, fino a Badile, li' presa questa deviazione con arrivo a Gaggiano. A/r sono 42 km.", 22 agosto 15
1319,3290,"percorsa di notte in senso inverso. Bel tracciato. Un po' tortuoso: gps o una cartina sono necessari per no perdersi. fontanili, risaie, nutrie, coniglietti incontrati lungo il percorso. Il tratto verso gaggiano è su sterrato piuttosto sconnesso (strada percorsa dai trattori) con molte pozze.", 15 febbraio 14
1320,3290,"Bel percorso. Assolutamente piacevole e poco impegnativo, adatto a tutti i ciclisti e alla maggioranza delle biciclette in circolazione. 15 km di totale relax. Confermo: la ciclabile è correttamente segnalata. Quando si affronta questo itinerario con ""ruote grasse"" suggerisco una breve deviazione, prima del paese San Pietro Cusico, verso il complesso dei Laghi Carcana (portate con voi anche una macchinetta fotografica, non ve ne pentirete).", 13 marzo 13
1321,2143,"Preferisco introdurmi a Oleggio sul Naviglio e percorrerlo fino a Milano, comunque ho provato il giro ma troppe auto. Buon giro", 14 maggio 17
1322,2143,L' unico punto ancora interrotto è il sottopasso presso l' autostrada. Per aggirare l'ostacolo inconveniente basta oltrepassare l' autostrada sul ponte in prossimità di Romentino prendendo la strada (a bassissimo traffico automobilistico) in corrispondenza dell' allevamento pepito, 24 marzo 16
1323,2143,ciao io fatto piu volte questa strada ma per arrivare a novara vado fino a ponte vecchio e poi statale... vedo che qui fa fare un altro giro interessante ma mi sa ci sono dei punti dove le strade di campagna si interrompono. Qualcuno ha fatto questo giro e mi sa dire?, 2 novembre 15
1324,1967,"Itinerario fantastico, percorso in un tiepido pomeriggio di gennaio (sembrava quasi primavera), lo scorso 10 gennaio, in solitaria... Fondo asfaltato ben tenuto, nonostante sia una strada poco trafficata.", 15 gennaio 15
1325,140,"....La Tomina (agriturismo e ristorante) o chi per loro ha esposto un cartello sopra la sbarra con cui inibisce l'attraversamento della stessa a pedoni e ciclisti se non titolari di prenotazione presso la Struttura. Per quello che mi risulta il ristorante è tutt'ora operativo, ed evidentemente non vogliono avere gente ""non remunerativa"" nei dintorni e che sia di intralcio ai ""solventi"". Per accedere all'oasi è presente un accesso che però bisogna sapere dov'è in quanto non facilmente individuabile....e non so dire se possa essere ""ufficiale"" o meno. Appena posso passo da quelle parti (è nella mia zona) e vi relaziono.", 16 giugno 11
1326,140,"Il fondo ghiaioso (strato di qualche centimetro ...) è impraticabile con bici da città: necessaria la mountanbike. Penso sia preferibile fare il giro all'alba o al tramonto, quando forse l'attività degli uccelli è più visibile e anche perchè sennò il sole picchia forte. Quando sono stata io c'era anche molto vento ma immagino che in estate sia infestato da zanzare.", 19 aprile 11
1327,133,ho provato a vedere dove si trova questo itinerario ... ma mi sa che nn l'ho trovato !!!, 17 ottobre 09
1328,5397,PS Trovato adesso sito aggiornato con la mappa completa Google Maps dell'itinerario: http://www.cicloviafiumeoglio.it/?page_id=142, 26 agosto 17
1329,5397,"A seguito del mio commento di ieri consiglio per i più ""bravi"" anche la salita al Gavia che, nonostante quanto si possa immaginare, è durissima ma fattibile; prima parte da Pontedilegno a Santa Apollonia normale con pendenze sul 10-11 strada larga e ben tenuta, seconda parte dal ristoro Pietrarossa a tornanti nel bosco prima larghezza normale e poi stretta fino a 2,5 mt con slarghi per i sorpassi (moto soprattutto) con pendenze dure fino al 16 ma anche tratti di ""riposo"", terza parte veramente impegnativa fuori dal bosco con salita costante al 13-14 senza tornanti e fondo che comincia a peggiorare fino alla ""celebre""galleria (accendere le luci, presenti led sul lato sx in salita e catarifrangenti sul dx, massima attenzione) che è pure in salita e con curva alla fine ! Dopodichè vi aspetta la quarta ed ultima parte a ormai 2 km dal passo con fondo ""rovinatino"" e serie di tornanti...ma a questo punto è fatta, siete entrati anche voi nella leggenda !", 26 agosto 17
1330,5397,"Ciao a tutti, io e i miei abbiamo appena percorso la ciclabile dell'Oglio da Vello a Edolo.", 25 agosto 17
1331,5399,"Bellissimi paesaggi rurali.Pochissime persone,molti animali.Scaricate la traccia GPX e non vi perderete.I cartelli ci sono ma la traccia GPX è infallibile.La parte finale è TOP.", 17 agosto 19
1332,5398,"Bellissimo percorso.Scaricando la traccia GPX è impossibile perdersi.Diversi passaggi meritano,Palazzolo s/o ,Pontoglio ,Urago d'Oglio,solo per citarne qualcuno .", 17 agosto 19
1333,1586,Fatta sabato da Carugo fino alla vecchia stazione di Brenna-Alzate per la fontana del Guercio e la Valsolda., 4 giugno 18
1334,1586,"Percorso domenica con bambini dai 6 anni in su.Siamo partiti dal cimitero di arosio. Carino, immerso nella natura. Ho dovuto trovare una alternativa per il tratto finale (che in pratica sono i primi km del percorso indicato) che con sorpresa finisce ai piedi di una diga. Tanto fango quasi da affondare. Buona tappa pranzo in trattoria vicino al percorso ad Olgelasca.", 23 ottobre 14
1335,1586,"Ciao. Percorso effettuato oggi, quasi esclusivamente sentiero, molto bello. Alcuni guadi non troppo impegnativi lo rendono ancora più interessante. Scarsamente segnalato, senza navigatore non credo che avrei trovato la strada. Lo consiglierei a chi come me non é un esperto ma cerca comunque qualcosa in più della passeggiata in pianura.", 12 luglio 14
1336,2019,Ho percorso questo itinerario devo dire che è veramente carino salvo essere un po' sperduto nel nulla ( meglio essere in 3 o 4 a farlo per evitare brutti incontri) in alcuni punti l'erba e cresciuta molto anche se percorribile mette a dura prova la bici non c'è che dire !! Non ci sono particolari dislivelli e il tracciato per il 70% della percorrenza è molto piacevole in un punto bisogna fermarsi dato che si devono salire 4 gradini!!!, 9 luglio 12
1337,992,Giro stupendo tra le colline dell'Oltrepò. Segnalo a chi volesse seguire lo stesso giro che Il dislivello indicato di 526mt non è reale in quanto seguendo la stessa traccia il nostro GPS ha calcolato circa 1.200mt di ascesa., 7 maggio 17
1338,992,"Dopo 15 km di statali ad alto traffico e poco sicure (camion e pullman ) abbiamo abbandonato questo giro e ci siamo buttati in splendide stradine secondarie dell''Oltrepò, solo un pò ripide. Al ritorno ho constatato come fosse possibile stare anche nei primi 15 km su strade secondarie a basso traffico, più adatte ad un cicloturista. Credo che su questo sito si dovrebbe evitare di caricare tracce come questa verosimilmente adatte a ciclisti con bici ""da corsa"", in tal caso è sufficiente seguire delle banali indicazioni stradali.", 18 agosto 13
1339,992,"bellissimo, ve lo consiglio", 24 settembre 09
1340,4645,percorso effettuato in Aprile., 2 giugno 18
1341,4645,"Provata stamattina dopo gli ultimi temporali non è messa benissimo, tutto sterrato con molti tronchi rami in giro, non bellissima da fare purtroppo.", 2 agosto 16
1342,4645,Il ponte che attraversa la strada Val Tidone non è più agibile perchè crollato (vedi B della mappa)., 30 aprile 15
1343,4645,Bel sentiero.Fatto più volte partendo da Poasco., 6 maggio 14
